Law ID,State,ST,UniqueID,Year,Suicides,Homicides,len_text,sentiment_score,Income,Pop,DEM_Perc,GOP_Perc,HuntLic,GunsAmmo,avg_own_est,SuicidesB3,HomicidesB3,SuicidesA3,HomicidesA3
KS1026,Kansas,KS,Kansas_2011,2011,7.94,2.9,151,0.64651984,46147,2869677,0.424,0.576,0.359504849,0.601355265,0.461705555,6.873333333,2.85,8.773333333,2.59
KS1027,Kansas,KS,Kansas_2018,2018,9.79,4.52,758,0.677650809,63938,2912748,0.387,0.613,,,,8.983333333,4.12,0,0
KS1033,Kansas,KS,Kansas_1994,1994,7.37,4.86,1133,0.673609436,28322,2569118,0.465,0.535,0.243697775,0.664999941,0.497403852,8.52,4.356666667,7.32,4.03
KS1034,Kansas,KS,Kansas_1998,1998,7.66,4.02,755,0.644576907,36711,2638667,0.399,0.601,0.365417875,0.682429442,0.39297306,7.32,4.03,6.366666667,3.46
KS1039,Kansas,KS,Kansas_1994,1994,7.37,4.86,702,0.538284063,28322,2569118,0.465,0.535,0.243697775,0.664999941,0.497403852,8.52,4.356666667,7.32,4.03
KS1040,Kansas,KS,Kansas_1998,1998,7.66,4.02,8,0.680532634,36711,2638667,0.399,0.601,0.365417875,0.682429442,0.39297306,7.32,4.03,6.366666667,3.46
KS1043,Kansas,KS,Kansas_2017,2017,10.58,4.87,610,0.619355857,56900,2910892,0.387,0.613,,,,8.153333333,3.343333333,9.79,4.52
KS1045,Kansas,KS,Kansas_2005,2005,6.72,2.24,454,0.713567615,42027,2745299,0.371,0.629,0.380298395,0.401028338,0.410057568,7.246666667,2.906666667,7.19,2.65
KS1046,Kansas,KS,Kansas_2007,2007,7.51,2.57,378,0.663387895,48497,2783785,0.371,0.629,0.363183738,0.434785438,0.50371867,7.263333333,2.66,6.873333333,2.85
KY1004,Kentucky,KY,Kentucky_1996,1996,8.77,3.67,96,0.631462097,32413,3881051,0.505,0.495,0.357983868,-0.229946832,0.547298799,9.783333333,4.393333333,8.913333333,3.956666667
KY1006,Kentucky,KY,Kentucky_2006,2006,8.91,2.68,293,0.607949972,39485,4219239,0.4,0.6,0.375117069,0.061052793,0.428726132,9.036666667,3.35,9.256666667,3.486666667
KY1008,Kentucky,KY,Kentucky_1994,1994,9.83,4.19,666,0.557742059,26595,3823215,0.519,0.481,0.358423311,-0.526680912,0.565914949,10.01666667,4.29,8.916666667,4.003333333
KY1010,Kentucky,KY,Kentucky_1994,1994,9.83,4.19,111,0.614698172,26595,3823215,0.519,0.481,0.358423311,-0.526680912,0.565914949,10.01666667,4.29,8.916666667,4.003333333
KY1012,Kentucky,KY,Kentucky_1994,1994,9.83,4.19,578,0.619784057,26595,3823215,0.519,0.481,0.358423311,-0.526680912,0.565914949,10.01666667,4.29,8.916666667,4.003333333
KY1030,Kentucky,KY,Kentucky_2019,2019,,,182,0.652838707,,,0.343,0.657,,,,10.58,5.306666667,0,0
KY1033,Kentucky,KY,Kentucky_1994,1994,9.83,4.19,1133,0.673609436,26595,3823215,0.519,0.481,0.358423311,-0.526680912,0.565914949,10.01666667,4.29,8.916666667,4.003333333
KY1034,Kentucky,KY,Kentucky_1998,1998,9.49,4.29,755,0.644576907,36252,3934310,0.505,0.495,0.380889344,0.182662218,0.570738863,8.916666667,4.003333333,8.473333333,3.336666667
KY1039,Kentucky,KY,Kentucky_1994,1994,9.83,4.19,702,0.538284063,26595,3823215,0.519,0.481,0.358423311,-0.526680912,0.565914949,10.01666667,4.29,8.916666667,4.003333333
KY1040,Kentucky,KY,Kentucky_1998,1998,9.49,4.29,8,0.680532634,36252,3934310,0.505,0.495,0.380889344,0.182662218,0.570738863,8.916666667,4.003333333,8.473333333,3.336666667
LA1005,Louisiana,LA,Louisiana_1996,1996,9.04,13.43,311,0.568292797,30262,4338763,0.566,0.434,0.242025521,-0.82705625,0.422881727,9.776666667,15.20333333,8.616666667,9.616666667
LA1008,Louisiana,LA,Louisiana_2006,2006,7.69,10.01,133,0.616168499,36488,4302665,0.427,0.573,0.363328348,-0.609885762,0.443907064,7.616666667,10.04666667,7.536666667,10.26
LA1011,Louisiana,LA,Louisiana_1999,1999,8.95,7.52,209,0.570129573,32654,4372035,0.566,0.434,0.363111575,-0.668872288,0.491883057,8.646666667,11.58666667,7.756666667,9.426666667
LA1027,Louisiana,LA,Louisiana_2014,2014,9.18,9.13,621,0.598035514,42406,4645938,0.412,0.588,0.359435297,-0.721171579,0.445944937,8.316666667,9.49,9.366666667,11.13333333
LA1028,Louisiana,LA,Louisiana_2017,2017,9.24,11.79,196,0.610908687,43565,4673673,0.398,0.602,,,,9.346666667,10.24666667,9.61,11.09
LA1029,Louisiana,LA,Louisiana_2018,2018,9.61,11.09,300,0.641856551,49973,4664450,0.398,0.602,,,,9.366666667,11.13333333,0,0
LA1030,Louisiana,LA,Louisiana_2018,2018,9.61,11.09,461,0.670978904,49973,4664450,0.398,0.602,,,,9.366666667,11.13333333,0,0
LA1037,Louisiana,LA,Louisiana_1994,1994,9.89,16.19,1133,0.673609436,25676,4306500,0.527,0.473,0.350455856,-1.041355316,0.538665322,10.05666667,14.30333333,9.236666667,12.79
LA1038,Louisiana,LA,Louisiana_1998,1998,7.97,9.66,755,0.644576907,31735,4362758,0.566,0.434,0.363413766,-0.662264688,0.373942497,9.236666667,12.79,8.133333333,8.543333333
LA1044,Louisiana,LA,Louisiana_1994,1994,9.89,16.19,702,0.538284063,25676,4306500,0.527,0.473,0.350455856,-1.041355316,0.538665322,10.05666667,14.30333333,9.236666667,12.79
LA1045,Louisiana,LA,Louisiana_1998,1998,7.97,9.66,8,0.680532634,31735,4362758,0.566,0.434,0.363413766,-0.662264688,0.373942497,9.236666667,12.79,8.133333333,8.543333333
LA1048,Louisiana,LA,Louisiana_2018,2018,9.61,11.09,153,0.583753467,49973,4664450,0.398,0.602,,,,9.366666667,11.13333333,0,0
LA1049,Louisiana,LA,Louisiana_1996,1996,9.04,13.43,188,0.62828058,30262,4338763,0.566,0.434,0.242025521,-0.82705625,0.422881727,9.776666667,15.20333333,8.616666667,9.616666667
LA1050,Louisiana,LA,Louisiana_1993,1993,9.7,16.15,504,0.685368121,26312,4284749,0.527,0.473,0.353715023,-1.046695882,0.586406686,10.235,13.38,9.556666667,14.29666667
LA1051,Louisiana,LA,Louisiana_1993,1993,9.7,16.15,504,0.685368121,26312,4284749,0.527,0.473,0.353715023,-1.046695882,0.586406686,10.235,13.38,9.556666667,14.29666667
ME1005,Maine,ME,Maine_2015,2015,8.64,1.14,566,0.623193026,50756,1329098,0.578,0.422,0.406261381,0.350455846,0.488383346,8.316666667,0.993333333,8.97,0.72
ME1010,Maine,ME,Maine_2003,2003,5.15,0.5,141,0.61107868,37113,1306513,0.527,0.473,0.40841496,0.233033637,0.453414015,6.546666667,0.703333333,6.67,0.866666667
ME1023,Maine,ME,Maine_1997,1997,6.3,0.85,651,0.573113382,32772,1245215,0.627,0.373,0.368079151,-0.201114923,0.461687403,7.81,1.183333333,7.526666667,1.006666667
ME1024,Maine,ME,Maine_2002,2002,5.92,0.62,205,0.650011539,36853,1295960,0.527,0.473,0.40337074,0.295530314,0.414889428,6.863333333,0.91,6.42,0.643333333
ME1025,Maine,ME,Maine_2003,2003,5.15,0.5,1169,0.709867537,37113,1306513,0.527,0.473,0.40841496,0.233033637,0.453414015,6.546666667,0.703333333,6.67,0.866666667
ME1026,Maine,ME,Maine_2009,2009,7.47,1.05,319,0.645554423,47502,1329590,0.588,0.412,0.41927531,0.505982969,0.483024092,6.37,1.103333333,7.226666667,1.156666667
ME1033,Maine,ME,Maine_1994,1994,7.75,1.63,1133,0.673609436,30316,1237687,0.561,0.439,0.378285936,0.041205944,0.466330131,8.4,0.843333333,7.326666667,0.923333333
ME1034,Maine,ME,Maine_1998,1998,8.3,0.89,755,0.644576907,35640,1247554,0.627,0.373,0.35831533,-0.199355122,0.405997715,7.326666667,0.923333333,6.863333333,0.91
ME1038,Maine,ME,Maine_1994,1994,7.75,1.63,702,0.538284063,30316,1237687,0.561,0.439,0.378285936,0.041205944,0.466330131,8.4,0.843333333,7.326666667,0.923333333
ME1039,Maine,ME,Maine_1998,1998,8.3,0.89,8,0.680532634,35640,1247554,0.627,0.373,0.35831533,-0.199355122,0.405997715,7.326666667,0.923333333,6.863333333,0.91
MD1001,Maryland,MD,Maryland_1996,1996,5.32,8.51,430,0.652668774,43993,5057142,0.586,0.414,0.194681872,-0.781648654,0.218566025,5.603333333,9.046666667,5.03,7.82
MD1008,Maryland,MD,Maryland_1992,1992,5.2,8.85,238,0.596188307,37203,4902545,0.583,0.417,0.208037579,-0.567203744,0.462851789,5.38,8.07,5.603333333,9.046666667
MD1010,Maryland,MD,Maryland_2003,2003,4.37,7.31,235,0.628570914,52314,5496269,0.585,0.415,0.219386158,-0.790821233,0.234818852,4.386666667,6.88,4.183333333,7.42
MD1012,Maryland,MD,Maryland_1994,1994,6.01,8.75,141,0.659053922,39198,4985411,0.583,0.417,0.196354097,-0.619270049,0.317642894,5.353333333,8.743333333,5.316666667,8.58
MD1013,Maryland,MD,Maryland_2013,2013,4.1,5.15,82,0.68058908,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MD1015,Maryland,MD,Maryland_1996,1996,5.32,8.51,136,0.584721565,43993,5057142,0.586,0.414,0.194681872,-0.781648654,0.218566025,5.603333333,9.046666667,5.03,7.82
MD1017,Maryland,MD,Maryland_1997,1997,5.31,8.15,110,0.641733766,46685,5092914,0.586,0.414,0.191663835,-0.799297989,0.360287184,5.55,8.78,4.83,7.383333333
MD1020,Maryland,MD,Maryland_1996,1996,5.32,8.51,1089,0.668729365,43993,5057142,0.586,0.414,0.194681872,-0.781648654,0.218566025,5.603333333,9.046666667,5.03,7.82
MD1024,Maryland,MD,Maryland_1996,1996,5.32,8.51,1081,0.620618343,43993,5057142,0.586,0.414,0.194681872,-0.781648654,0.218566025,5.603333333,9.046666667,5.03,7.82
MD1028,Maryland,MD,Maryland_2013,2013,4.1,5.15,229,0.585441113,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MD1030,Maryland,MD,Maryland_2013,2013,4.1,5.15,346,0.613088608,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MD1034,Maryland,MD,Maryland_1996,1996,5.32,8.51,115,0.636440635,43993,5057142,0.586,0.414,0.194681872,-0.781648654,0.218566025,5.603333333,9.046666667,5.03,7.82
MD1035,Maryland,MD,Maryland_2009,2009,4.26,5.61,166,0.601346195,64186,5730388,0.629,0.371,0.223700273,-1.137995221,0.212613284,4.23,7.29,4.006666667,5.1
MD1036,Maryland,MD,Maryland_2013,2013,4.1,5.15,378,0.610103548,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MD1037,Maryland,MD,Maryland_2018,2018,4.07,7.3,1199,0.61667943,86223,6042153,0.632,0.368,,,,3.966666667,7.716666667,0,0
MD1038,Maryland,MD,Maryland_2018,2018,4.07,7.3,1540,0.717873037,86223,6042153,0.632,0.368,,,,3.966666667,7.716666667,0,0
MD1040,Maryland,MD,Maryland_2013,2013,4.1,5.15,509,0.69378382,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MD1044,Maryland,MD,Maryland_2013,2013,4.1,5.15,122,0.624301791,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MD1047,Maryland,MD,Maryland_1994,1994,6.01,8.75,1133,0.673609436,39198,4985411,0.583,0.417,0.196354097,-0.619270049,0.317642894,5.353333333,8.743333333,5.316666667,8.58
MD1048,Maryland,MD,Maryland_1998,1998,5.12,7.59,755,0.644576907,50016,5130072,0.586,0.414,0.192331831,-0.859559765,0.199101943,5.316666667,8.58,4.493333333,7.156666667
MD1054,Maryland,MD,Maryland_1996,1996,5.32,8.51,248,0.647935212,43993,5057142,0.586,0.414,0.194681872,-0.781648654,0.218566025,5.603333333,9.046666667,5.03,7.82
MD1060,Maryland,MD,Maryland_2013,2013,4.1,5.15,152,0.660120308,69353,5925197,0.628,0.372,0,-1.347434079,0.265360831,4.006666667,5.1,4.033333333,6.506666667
MA1008,Massachusetts,MA,Massachusetts_1998,1998,2.39,1.03,377,0.654315829,42345,6144407,0.686,0.314,0.195986093,-1.597523252,0.169080838,2.25,1.55,1.69,1.15
MA1010,Massachusetts,MA,Massachusetts_1998,1998,2.39,1.03,365,0.595817029,42345,6144407,0.686,0.314,0.195986093,-1.597523252,0.169080838,2.25,1.55,1.69,1.15
MA1015,Massachusetts,MA,Massachusetts_1998,1998,2.39,1.03,958,0.56982559,42345,6144407,0.686,0.314,0.195986093,-1.597523252,0.169080838,2.25,1.55,1.69,1.15
MA1017,Massachusetts,MA,Massachusetts_1998,1998,2.39,1.03,575,0.504146278,42345,6144407,0.686,0.314,0.195986093,-1.597523252,0.169080838,2.25,1.55,1.69,1.15
MA1028,Massachusetts,MA,Massachusetts_1998,1998,2.39,1.03,365,0.595817029,42345,6144407,0.686,0.314,0.195986093,-1.597523252,0.169080838,2.25,1.55,1.69,1.15
MA1037,Massachusetts,MA,Massachusetts_1994,1994,2.48,2.33,2220,0.748510778,40500,6031352,0.621,0.379,0.206918858,-1.465318007,0.196310747,2.573333333,2,2.25,1.55
MA1038,Massachusetts,MA,Massachusetts_1994,1994,2.48,2.33,1224,0.691658437,40500,6031352,0.621,0.379,0.206918858,-1.465318007,0.196310747,2.573333333,2,2.25,1.55
MA1039,Massachusetts,MA,Massachusetts_2015,2015,1.59,1.26,987,0.638403177,67861,6797484,0.617,0.383,0.185203677,-1.435065335,0.2076735,1.803333333,1.106666667,1.916666667,1.473333333
MA1041,Massachusetts,MA,Massachusetts_2015,2015,1.59,1.26,685,0.674235523,67861,6797484,0.617,0.383,0.185203677,-1.435065335,0.2076735,1.803333333,1.106666667,1.916666667,1.473333333
MA1052,Massachusetts,MA,Massachusetts_1994,1994,2.48,2.33,1133,0.673609436,40500,6031352,0.621,0.379,0.206918858,-1.465318007,0.196310747,2.573333333,2,2.25,1.55
MA1053,Massachusetts,MA,Massachusetts_1998,1998,2.39,1.03,755,0.644576907,42345,6144407,0.686,0.314,0.195986093,-1.597523252,0.169080838,2.25,1.55,1.69,1.15
MI1007,Michigan,MI,Michigan_2001,2001,5.44,5.03,289,0.674760759,45047,9991120,0.526,0.474,0.473236167,-0.229426902,0.38629928,5.51,5.133333333,5.406666667,4.923333333
MI1010,Michigan,MI,Michigan_2006,2006,5.8,5.5,266,0.660442472,48647,10036081,0.517,0.483,0.461430785,-0.004437242,0.381263173,5.293333333,4.956666667,5.54,5.22
MI1013,Michigan,MI,Michigan_1991,1991,7.21,7.95,134,0.628154635,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1017,Michigan,MI,Michigan_1991,1991,7.21,7.95,204,0.519167423,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1029,Michigan,MI,Michigan_1991,1991,7.21,7.95,134,0.628154635,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1032,Michigan,MI,Michigan_1991,1991,7.21,7.95,287,0.660612047,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1033,Michigan,MI,Michigan_1991,1991,7.21,7.95,287,0.660612047,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1034,Michigan,MI,Michigan_2002,2002,5.79,4.94,1743,0.750275671,42715,10015710,0.526,0.474,0.472101637,-0.065379331,0.372590645,5.443333333,5.103333333,5.293333333,4.956666667
MI1035,Michigan,MI,Michigan_2002,2002,5.79,4.94,111,0.679908335,42715,10015710,0.526,0.474,0.472101637,-0.065379331,0.372590645,5.443333333,5.103333333,5.293333333,4.956666667
MI1042,Michigan,MI,Michigan_1994,1994,6.3,7.47,1133,0.673609436,35284,9584481,0.546,0.454,0.450317986,-0.464771319,0.447829221,6.796666667,7.706666667,6.096666667,5.923333333
MI1043,Michigan,MI,Michigan_1998,1998,5.64,5.12,755,0.644576907,41821,9820231,0.573,0.427,0.488974168,-0.078122945,0.381942724,6.096666667,5.923333333,5.443333333,5.103333333
MI1049,Michigan,MI,Michigan_2001,2001,5.44,5.03,199,0.660414636,45047,9991120,0.526,0.474,0.473236167,-0.229426902,0.38629928,5.51,5.133333333,5.406666667,4.923333333
MI1051,Michigan,MI,Michigan_1991,1991,7.21,7.95,166,0.619159281,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1054,Michigan,MI,Michigan_1991,1991,7.21,7.95,104,0.639683068,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MI1055,Michigan,MI,Michigan_1991,1991,7.21,7.95,104,0.639683068,32117,9395022,0.46,0.54,0.467120683,-0.360289309,0.518695536,0,0,6.493333333,7.546666667
MN1005,Minnesota,MN,Minnesota_2003,2003,4.79,1.46,653,0.63074857,52823,5053572,0.513,0.487,0.522482249,0.201395981,0.428399228,4.706666667,1.33,4.916666667,1.613333333
MN1008,Minnesota,MN,Minnesota_1993,1993,5.22,1.76,303,0.66244024,33682,4521709,0.577,0.423,0.481067578,-0.487074922,0.447216683,6.085,1.49,5.633333333,2.04
MN1020,Minnesota,MN,Minnesota_1993,1993,5.22,1.76,65,0.686849058,33682,4521709,0.577,0.423,0.481067578,-0.487074922,0.447216683,6.085,1.49,5.633333333,2.04
MN1029,Minnesota,MN,Minnesota_1994,1994,5.43,1.97,174,0.601001978,33644,4566028,0.577,0.423,0.467808231,-0.475205195,0.439899599,5.796666667,1.58,5.63,1.92
MN1030,Minnesota,MN,Minnesota_2014,2014,5.33,1.11,646,0.757670105,67244,5452665,0.539,0.461,0.522012404,0.134814404,0.293939083,5.81,1.213333333,5.84,1.6
MN1035,Minnesota,MN,Minnesota_1994,1994,5.43,1.97,1133,0.673609436,33644,4566028,0.577,0.423,0.467808231,-0.475205195,0.439899599,5.796666667,1.58,5.63,1.92
MN1036,Minnesota,MN,Minnesota_1998,1998,5.09,1.13,755,0.644576907,47926,4726411,0.594,0.406,0.462179809,0.049963089,0.383814533,5.63,1.92,4.69,1.333333333
MS1005,Mississippi,MS,Mississippi_2016,2016,8.71,9.82,343,0.645267725,41099,2990595,0.405,0.595,0.337964941,-0.532068359,0.569575154,8.906666667,8.47,9.705,10.835
MS1007,Mississippi,MS,Mississippi_2006,2006,7.65,7.76,258,0.597690046,34733,2904978,0.401,0.599,0.284187871,-0.276090664,0.36016274,8.66,6.783333333,9.46,7.56
MS1009,Mississippi,MS,Mississippi_1994,1994,9.15,12.39,316,0.672853053,25400,2663450,0.451,0.549,0.308383122,-1.025806194,0.537482648,10.32,11.30666667,9.55,9.826666667
MS1011,Mississippi,MS,Mississippi_1994,1994,9.15,12.39,120,0.621807754,25400,2663450,0.451,0.549,0.308383122,-1.025806194,0.537482648,10.32,11.30666667,9.55,9.826666667
MS1031,Mississippi,MS,Mississippi_1994,1994,9.15,12.39,1133,0.673609436,25400,2663450,0.451,0.549,0.308383122,-1.025806194,0.537482648,10.32,11.30666667,9.55,9.826666667
MS1032,Mississippi,MS,Mississippi_1998,1998,8.76,8.01,755,0.644576907,29120,2751335,0.473,0.527,0.294585447,-0.101233857,0.434702718,9.55,9.826666667,8.396666667,7.55
MS1038,Mississippi,MS,Mississippi_1994,1994,9.15,12.39,702,0.538284063,25400,2663450,0.451,0.549,0.308383122,-1.025806194,0.537482648,10.32,11.30666667,9.55,9.826666667
MS1039,Mississippi,MS,Mississippi_1998,1998,8.76,8.01,8,0.680532634,29120,2751335,0.473,0.527,0.294585447,-0.101233857,0.434702718,9.55,9.826666667,8.396666667,7.55
MS1042,Mississippi,MS,Mississippi_2011,2011,8.85,7.65,1245,0.711760223,41090,2979147,0.434,0.566,0.266686883,-0.417270445,0.537739768,9.123333333,7.406666667,9.12,7.953333333
MS1043,Mississippi,MS,Mississippi_1991,1991,10.89,10.33,307,0.63265121,19475,2591230,0.395,0.605,0.318222409,-1.305228862,0.623782991,0,0,9.74,11.99333333
MS1044,Mississippi,MS,Mississippi_1994,1994,9.15,12.39,427,0.70055908,25400,2663450,0.451,0.549,0.308383122,-1.025806194,0.537482648,10.32,11.30666667,9.55,9.826666667
MS1045,Mississippi,MS,Mississippi_1994,1994,9.15,12.39,427,0.70055908,25400,2663450,0.451,0.549,0.308383122,-1.025806194,0.537482648,10.32,11.30666667,9.55,9.826666667
MO1002,Missouri,MO,Missouri_2007,2007,7.47,4.6,10,0.709140778,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1004,Missouri,MO,Missouri_2007,2007,7.47,4.6,10,0.709140778,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1008,Missouri,MO,Missouri_2004,2004,6.67,4.46,282,0.689176798,42137,5747741,0.464,0.536,0.442469997,0.209118531,0.47241192,7.296666667,4.436666667,7.36,4.95
MO1009,Missouri,MO,Missouri_2017,2017,10.91,9.72,209,0.592702448,56530,6111382,0.399,0.601,,,,9.623333333,7.19,11.13,9.71
MO1061,Missouri,MO,Missouri_2016,2016,10.26,8.03,164,0.6199826,55016,6091384,0.399,0.601,0.536197292,0.680884463,0.556255925,9.133333333,6.203333333,11.02,9.715
MO1011,Missouri,MO,Missouri_2007,2007,7.47,4.6,94,0.645301998,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1016,Missouri,MO,Missouri_2007,2007,7.47,4.6,577,0.707702339,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1019,Missouri,MO,Missouri_2007,2007,7.47,4.6,8,0.680532634,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1022,Missouri,MO,Missouri_2012,2012,8.71,5.38,304,0.668209434,49764,6026027,0.451,0.549,0.532493597,0.759524312,0.519972625,7.9,5.47,9.133333333,6.203333333
MO1025,Missouri,MO,Missouri_2007,2007,7.47,4.6,10,0.709140778,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1039,Missouri,MO,Missouri_2008,2008,6.87,6.23,126,0.612446606,46038,5923916,0.499,0.501,0.529093557,0.40492517,0.489980671,7.36,4.95,7.9,5.47
MO1045,Missouri,MO,Missouri_2007,2007,7.47,4.6,10,0.709140778,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1046,Missouri,MO,Missouri_1994,1994,9.33,8.09,1133,0.673609436,30190,5281206,0.565,0.435,0.434142415,0.059977046,0.48918683,8.263333333,7.916666667,8.503333333,5.803333333
MO1047,Missouri,MO,Missouri_1998,1998,7.66,5.12,755,0.644576907,40201,5437562,0.535,0.465,0.439360757,0.251508571,0.462148327,8.503333333,5.803333333,7.586666667,4.746666667
MO1053,Missouri,MO,Missouri_2007,2007,7.47,4.6,10,0.709140778,46005,5887612,0.464,0.536,0.531210435,0.328454315,0.469239032,7.093333333,4.903333333,7.456666667,5.82
MO1056,Missouri,MO,Missouri_2003,2003,7.07,3.88,1112,0.742270768,43762,5709403,0.483,0.517,0.453776319,0.166872288,0.457308906,7.503333333,4.783333333,7.093333333,4.903333333
MO1059,Missouri,MO,Missouri_2000,2000,7.69,4.92,96,0.652824342,45097,5607285,0.483,0.517,0.435808479,0.091083678,0.475663639,7.803333333,4.96,7.296666667,4.436666667
MO1060,Missouri,MO,Missouri_2004,2004,6.67,4.46,44,0.663641155,42137,5747741,0.464,0.536,0.442469997,0.209118531,0.47241192,7.296666667,4.436666667,7.36,4.95
MT1001,Montana,MT,Montana_2004,2004,10.9,1.32,54,0.603702009,33956,930009,0.395,0.605,0.938712267,2.427317465,0.606785117,13.32333333,1.853333333,12.06,1.486666667
MT1002,Montana,MT,Montana_2008,2008,13.27,1.69,54,0.60482651,42900,976415,0.488,0.512,0.956858352,2.57303317,0.60627653,12.06,1.486666667,13.52,1.786666667
MT1003,Montana,MT,Montana_2008,2008,13.27,1.69,645,0.53741008,42900,976415,0.488,0.512,0.956858352,2.57303317,0.60627653,12.06,1.486666667,13.52,1.786666667
MT1004,Montana,MT,Montana_1996,1996,14.03,2.88,397,0.702641249,28684,876656,0.483,0.517,0.894564295,2.399865922,0.578983006,13.96666667,2.426666667,11.68666667,2.083333333
MT1007,Montana,MT,Montana_2011,2011,14.71,1.15,69,0.62725091,40277,997518,0.488,0.512,0.959378879,2.512360914,0.523532296,13.04,1.966666667,14.15666667,1.333333333
MT1008,Montana,MT,Montana_2006,2006,10.38,1.19,37,0.624320745,41105,952692,0.395,0.605,0.955521981,2.728939768,0.572322519,12.61666667,1.806666667,12.57333333,1.873333333
MT1025,Montana,MT,Montana_1995,1995,15.27,2.63,1452,0.77455771,27757,868522,0.517,0.483,0.905851713,2.070483098,0.524696564,12.76333333,2.236666667,12.87666667,2.4
MT1026,Montana,MT,Montana_1995,1995,15.27,2.63,1411,0.72181195,27757,868522,0.517,0.483,0.905851713,2.070483098,0.524696564,12.76333333,2.236666667,12.87666667,2.4
MT1027,Montana,MT,Montana_1995,1995,15.27,2.63,172,0.674203038,27757,868522,0.517,0.483,0.905851713,2.070483098,0.524696564,12.76333333,2.236666667,12.87666667,2.4
MT1033,Montana,MT,Montana_1994,1994,13.81,2.09,1133,0.673609436,27631,854923,0.517,0.483,0.908623922,2.095529524,0.558806409,12.63333333,2.38,14.27333333,2.75
MT1034,Montana,MT,Montana_1998,1998,11.08,1.58,755,0.644576907,31577,879533,0.483,0.517,0.812539086,2.047912348,0.617781155,14.27333333,2.75,12.31666667,2.043333333
MT1040,Montana,MT,Montana_1994,1994,13.81,2.09,702,0.538284063,27631,854923,0.517,0.483,0.908623922,2.095529524,0.558806409,12.63333333,2.38,14.27333333,2.75
MT1041,Montana,MT,Montana_1998,1998,11.08,1.58,8,0.680532634,31577,879533,0.483,0.517,0.812539086,2.047912348,0.617781155,14.27333333,2.75,12.31666667,2.043333333
MT1042,Montana,MT,Montana_1995,1995,15.27,2.63,122,0.711009562,27757,868522,0.517,0.483,0.905851713,2.070483098,0.524696564,12.76333333,2.236666667,12.87666667,2.4
NE1001,Nebraska,NE,Nebraska_1991,1991,7.39,1.93,996,0.61828053,29549,1590805,0.395,0.605,0.453139402,0.23765754,0.628525315,0,0,6.646666667,2.196666667
NE1003,Nebraska,NE,Nebraska_1991,1991,7.39,1.93,291,0.656087756,29549,1590805,0.395,0.605,0.453139402,0.23765754,0.628525315,0,0,6.646666667,2.196666667
NE1006,Nebraska,NE,Nebraska_2007,2007,4.91,2.49,412,0.639797032,49174,1783440,0.332,0.668,0.440145899,0.324338147,0.533507731,5.436666667,1.553333333,5.31,2.28
NE1009,Nebraska,NE,Nebraska_1991,1991,7.39,1.93,539,0.722855449,29549,1590805,0.395,0.605,0.453139402,0.23765754,0.628525315,0,0,6.646666667,2.196666667
NE1012,Nebraska,NE,Nebraska_1991,1991,7.39,1.93,105,0.624610782,29549,1590805,0.395,0.605,0.453139402,0.23765754,0.628525315,0,0,6.646666667,2.196666667
NE1013,Nebraska,NE,Nebraska_1994,1994,6.51,2.04,667,0.621955574,31794,1621551,0.387,0.613,0.443129463,0.210396105,0.469898727,6.94,2.16,6.466666667,2.24
